timestamp_iso,session_id,type,query,target
2025-08-27T19:04:53.834716,a6e3098d-b4fa-465b-bc0a-2d542d467f1f,search,game,"['sample2.html', 'sample1.html']"
2025-08-27T19:05:20.282751,a6e3098d-b4fa-465b-bc0a-2d542d467f1f,search,game,"['game_page_1.html', 'game_page_13.html', 'game_page_18.html', 'game_page_14.html', 'game_page_6.html']"
2025-08-27T19:05:35.513432,a6e3098d-b4fa-465b-bc0a-2d542d467f1f,click,game,game_page_13.html
2025-08-27T19:06:22.006195,a6e3098d-b4fa-465b-bc0a-2d542d467f1f,search,game,"['game_page_1.html', 'game_page_13.html', 'game_page_18.html', 'game_page_14.html', 'game_page_6.html']"
2025-08-28T02:14:19.703080,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,game,"['game_page_1.html', 'game_page_13.html', 'game_page_18.html', 'game_page_14.html', 'game_page_6.html']"
2025-08-28T02:16:59.643011,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,should we ban k12 students' phone?,"['001_www_britannica_com_6271e82c.html', '028_www_britannica_com_6271e82c.html', '023_ballotpedia_org_43a960cf.html', '029_ballotpedia_org_43a960cf.html', '018_www_campussafetymagazine_com_aee9f81b.html']"
2025-08-28T02:17:44.121024,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,click,should we ban k12 students' phone?,001_www_britannica_com_6271e82c.html
2025-08-28T02:17:48.293479,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,click,should we ban k12 students' phone?,028_www_britannica_com_6271e82c.html
2025-08-28T02:22:01.621280,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,should we ban k12 students' phone?,"['001_www_britannica_com_6271e82c.html', '029_ballotpedia_org_43a960cf.html', '018_www_campussafetymagazine_com_aee9f81b.html', '018_calmatters_org_0770f4bd.html', '004_manhattan_institute_1e8ee783.html']"
2025-08-28T02:22:07.231217,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,click,should we ban k12 students' phone?,029_ballotpedia_org_43a960cf.html
2025-08-28T02:22:18.222712,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,click,should we ban k12 students' phone?,018_calmatters_org_0770f4bd.html
2025-08-28T02:22:44.575494,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,should k12 students take cellphone to schools?,"['001_www_britannica_com_6271e82c.html', '029_ballotpedia_org_43a960cf.html', '018_calmatters_org_0770f4bd.html', '018_www_campussafetymagazine_com_aee9f81b.html', '004_manhattan_institute_1e8ee783.html']"
2025-08-28T02:22:48.719148,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,click,should k12 students take cellphone to schools?,029_ballotpedia_org_43a960cf.html
2025-08-28T02:22:56.498726,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,click,should k12 students take cellphone to schools?,001_www_britannica_com_6271e82c.html
2025-08-28T03:13:17.157256,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,should we ban k12 students' phone?,"[None, None, None, None, None, None, None, None]"
2025-08-28T03:41:21.793362,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,should we ban k12 students' phone?,"[None, None, None, None, None, None, None, None]"
2025-08-28T03:46:35.086689,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,should we ban k12 students' phone?,"[None, None, None, None, None, None, None, None]"
2025-08-28T03:48:52.670468,d3faa0eb-2796-4ec3-84d9-4b606e5b425b,search,should we ban k12 students' phone?,"[None, None, None, None, None, None, None, None]"
2025-08-28T03:50:37.610372,d3faa0eb-2796-4ec3-84d9-4b606e5b425b,search,should we ban k12 students' phone?,"[None, None, None, None, None, None, None, None]"
2025-08-28T04:09:12.370729,6ec72100-a3ef-4460-92b7-cbf7f6781137,search,ban smartphone,"[None, None, None, None, None, None, None, None]"
2025-08-28T16:41:03.514557,bafa7e5c-f36a-40ce-96af-c05604da8c92,search,should we ban k12 students' phone?,"['Cell Phones in Schools | Pros, Cons, Debate, Education, Technology, Distraction, & Emergency | Britannica|/local/001_www_britannica_com_6271e82c.html', 'State policies on cellphone use in K-12 public schools - Ballotpedia|/local/029_ballotpedia_org_43a960cf.html', 'Which States Have Banned Cell Phones in Schools?|/local/018_www_campussafetymagazine_com_aee9f81b.html', 'Newsom wants more school phone bans. But kids fight them - CalMatters|/local/018_calmatters_org_0770f4bd.html', 'Model Legislation to Restrict Smartphone Use in K–12 Public Schools | Manhattan Institute|/local/004_manhattan_institute_1e8ee783.html', 'Why Schools Should Ban Cell Phones in the Classroom—and Why Parents Have to Help | BU Today | Boston University|/local/026_www_bu_edu_bab61c3a.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/024_edsource_org_45fbb86c.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/020_edsource_org_45fbb86c.html']"
2025-08-30T20:01:21.254535,vvvv,search,should i,"['Why Schools Should Ban Cell Phones in the Classroom—and Why Parents Have to Help | BU Today | Boston University|/local/026_www_bu_edu_bab61c3a.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/022_mentalhealthawarenesseducation_com_b4914cc6.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/019_mentalhealthawarenesseducation_com_b4914cc6.html', 'Cell Phones in Schools | Pros, Cons, Debate, Education, Technology, Distraction, & Emergency | Britannica|/local/001_www_britannica_com_6271e82c.html', ""Should Phones Be Allowed in School: A Parent's View|/local/015_www_care_com_940a11b6.html"", 'State policies on cellphone use in K-12 public schools - Ballotpedia|/local/029_ballotpedia_org_43a960cf.html', 'Why Should Phones Be Allowed in School: Weighing the Pros and Cons | Findmykids|/local/021_findmykids_org_a2df24cb.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/024_edsource_org_45fbb86c.html']"
2025-08-30T20:01:38.426709,vvvv,search,should I?,"['Why Schools Should Ban Cell Phones in the Classroom—and Why Parents Have to Help | BU Today | Boston University|/local/026_www_bu_edu_bab61c3a.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/022_mentalhealthawarenesseducation_com_b4914cc6.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/019_mentalhealthawarenesseducation_com_b4914cc6.html', 'Cell Phones in Schools | Pros, Cons, Debate, Education, Technology, Distraction, & Emergency | Britannica|/local/001_www_britannica_com_6271e82c.html', ""Should Phones Be Allowed in School: A Parent's View|/local/015_www_care_com_940a11b6.html"", 'State policies on cellphone use in K-12 public schools - Ballotpedia|/local/029_ballotpedia_org_43a960cf.html', 'Why Should Phones Be Allowed in School: Weighing the Pros and Cons | Findmykids|/local/021_findmykids_org_a2df24cb.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/024_edsource_org_45fbb86c.html']"
2025-08-30T20:01:50.829867,vvvv,search,should I??,"['Why Schools Should Ban Cell Phones in the Classroom—and Why Parents Have to Help | BU Today | Boston University|/local/026_www_bu_edu_bab61c3a.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/022_mentalhealthawarenesseducation_com_b4914cc6.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/019_mentalhealthawarenesseducation_com_b4914cc6.html', 'Cell Phones in Schools | Pros, Cons, Debate, Education, Technology, Distraction, & Emergency | Britannica|/local/001_www_britannica_com_6271e82c.html', ""Should Phones Be Allowed in School: A Parent's View|/local/015_www_care_com_940a11b6.html"", 'State policies on cellphone use in K-12 public schools - Ballotpedia|/local/029_ballotpedia_org_43a960cf.html', 'Why Should Phones Be Allowed in School: Weighing the Pros and Cons | Findmykids|/local/021_findmykids_org_a2df24cb.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/024_edsource_org_45fbb86c.html']"
2025-08-30T22:33:50.008528,fc07a619-6e2a-4156-b98b-c1e80de36142,search,should k12,"['Why Schools Should Ban Cell Phones in the Classroom—and Why Parents Have to Help | BU Today | Boston University|/local/026_www_bu_edu_bab61c3a.html', 'Cell Phones in Schools | Pros, Cons, Debate, Education, Technology, Distraction, & Emergency | Britannica|/local/001_www_britannica_com_6271e82c.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/022_mentalhealthawarenesseducation_com_b4914cc6.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/019_mentalhealthawarenesseducation_com_b4914cc6.html', ""Should Phones Be Allowed in School: A Parent's View|/local/015_www_care_com_940a11b6.html"", 'State policies on cellphone use in K-12 public schools - Ballotpedia|/local/029_ballotpedia_org_43a960cf.html', 'Why Should Phones Be Allowed in School: Weighing the Pros and Cons | Findmykids|/local/021_findmykids_org_a2df24cb.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/024_edsource_org_45fbb86c.html']"
2025-08-30T22:35:41.384604,cccccc,prolific_set,,cccccc
2025-08-30T22:35:47.733965,3f5064f0-09fc-4235-b7e7-d46ae553dbbc,search,should k12,"['Why Schools Should Ban Cell Phones in the Classroom—and Why Parents Have to Help | BU Today | Boston University|/local/026_www_bu_edu_bab61c3a.html', 'Cell Phones in Schools | Pros, Cons, Debate, Education, Technology, Distraction, & Emergency | Britannica|/local/001_www_britannica_com_6271e82c.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/022_mentalhealthawarenesseducation_com_b4914cc6.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/019_mentalhealthawarenesseducation_com_b4914cc6.html', ""Should Phones Be Allowed in School: A Parent's View|/local/015_www_care_com_940a11b6.html"", 'State policies on cellphone use in K-12 public schools - Ballotpedia|/local/029_ballotpedia_org_43a960cf.html', 'Why Should Phones Be Allowed in School: Weighing the Pros and Cons | Findmykids|/local/021_findmykids_org_a2df24cb.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/024_edsource_org_45fbb86c.html']"
2025-08-30T22:36:00.025976,cccccc,search,should k12?,"['Why Schools Should Ban Cell Phones in the Classroom—and Why Parents Have to Help | BU Today | Boston University|/local/026_www_bu_edu_bab61c3a.html', 'Cell Phones in Schools | Pros, Cons, Debate, Education, Technology, Distraction, & Emergency | Britannica|/local/001_www_britannica_com_6271e82c.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/022_mentalhealthawarenesseducation_com_b4914cc6.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/019_mentalhealthawarenesseducation_com_b4914cc6.html', ""Should Phones Be Allowed in School: A Parent's View|/local/015_www_care_com_940a11b6.html"", 'State policies on cellphone use in K-12 public schools - Ballotpedia|/local/029_ballotpedia_org_43a960cf.html', 'Why Should Phones Be Allowed in School: Weighing the Pros and Cons | Findmykids|/local/021_findmykids_org_a2df24cb.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/024_edsource_org_45fbb86c.html']"
2025-08-30T22:36:21.462318,cccccc,submit,should k12,101
2025-08-30T22:37:23.309236,3f5064f0-09fc-4235-b7e7-d46ae553dbbc,search,should k11,"['Why Schools Should Ban Cell Phones in the Classroom—and Why Parents Have to Help | BU Today | Boston University|/local/026_www_bu_edu_bab61c3a.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/022_mentalhealthawarenesseducation_com_b4914cc6.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/019_mentalhealthawarenesseducation_com_b4914cc6.html', 'Cell Phones in Schools | Pros, Cons, Debate, Education, Technology, Distraction, & Emergency | Britannica|/local/001_www_britannica_com_6271e82c.html', ""Should Phones Be Allowed in School: A Parent's View|/local/015_www_care_com_940a11b6.html"", 'State policies on cellphone use in K-12 public schools - Ballotpedia|/local/029_ballotpedia_org_43a960cf.html', 'Why Should Phones Be Allowed in School: Weighing the Pros and Cons | Findmykids|/local/021_findmykids_org_a2df24cb.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/024_edsource_org_45fbb86c.html']"
2025-08-30T22:37:32.252412,cccccc,search,should k13,"['Why Schools Should Ban Cell Phones in the Classroom—and Why Parents Have to Help | BU Today | Boston University|/local/026_www_bu_edu_bab61c3a.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/022_mentalhealthawarenesseducation_com_b4914cc6.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/019_mentalhealthawarenesseducation_com_b4914cc6.html', 'Cell Phones in Schools | Pros, Cons, Debate, Education, Technology, Distraction, & Emergency | Britannica|/local/001_www_britannica_com_6271e82c.html', ""Should Phones Be Allowed in School: A Parent's View|/local/015_www_care_com_940a11b6.html"", 'State policies on cellphone use in K-12 public schools - Ballotpedia|/local/029_ballotpedia_org_43a960cf.html', 'Why Should Phones Be Allowed in School: Weighing the Pros and Cons | Findmykids|/local/021_findmykids_org_a2df24cb.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/024_edsource_org_45fbb86c.html']"
2025-08-31T03:37:37.344456,qqq,prolific_set,,qqq
2025-08-31T03:38:05.967921,300c5b79-3bba-4a35-b5b9-66c55f1d23da,search,should k12,"['Why Schools Should Ban Cell Phones in the Classroom—and Why Parents Have to Help | BU Today | Boston University|/local/026_www_bu_edu_bab61c3a.html', 'Cell Phones in Schools | Pros, Cons, Debate, Education, Technology, Distraction, & Emergency | Britannica|/local/001_www_britannica_com_6271e82c.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/022_mentalhealthawarenesseducation_com_b4914cc6.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/019_mentalhealthawarenesseducation_com_b4914cc6.html', ""Should Phones Be Allowed in School: A Parent's View|/local/015_www_care_com_940a11b6.html"", 'State policies on cellphone use in K-12 public schools - Ballotpedia|/local/029_ballotpedia_org_43a960cf.html', 'Why Should Phones Be Allowed in School: Weighing the Pros and Cons | Findmykids|/local/021_findmykids_org_a2df24cb.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/024_edsource_org_45fbb86c.html']"
2025-08-31T03:38:23.326335,300c5b79-3bba-4a35-b5b9-66c55f1d23da,search,should k12,"['Why Schools Should Ban Cell Phones in the Classroom—and Why Parents Have to Help | BU Today | Boston University|/local/026_www_bu_edu_bab61c3a.html', 'Cell Phones in Schools | Pros, Cons, Debate, Education, Technology, Distraction, & Emergency | Britannica|/local/001_www_britannica_com_6271e82c.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/022_mentalhealthawarenesseducation_com_b4914cc6.html', 'Should Cellphones Be Allowed in Class? Mental Health|/local/019_mentalhealthawarenesseducation_com_b4914cc6.html', ""Should Phones Be Allowed in School: A Parent's View|/local/015_www_care_com_940a11b6.html"", 'State policies on cellphone use in K-12 public schools - Ballotpedia|/local/029_ballotpedia_org_43a960cf.html', 'Why Should Phones Be Allowed in School: Weighing the Pros and Cons | Findmykids|/local/021_findmykids_org_a2df24cb.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/024_edsource_org_45fbb86c.html']"
2025-08-31T03:42:02.795517,1234511,prolific_set,,1234511
2025-08-31T03:42:09.223051,8e97028c-45aa-40b0-a327-f2c1a1f0373e,search,should we ban k12 students' phone?,"['Cell Phones in Schools | Pros, Cons, Debate, Education, Technology, Distraction, & Emergency | Britannica|/local/001_www_britannica_com_6271e82c.html', 'State policies on cellphone use in K-12 public schools - Ballotpedia|/local/029_ballotpedia_org_43a960cf.html', 'Which States Have Banned Cell Phones in Schools?|/local/018_www_campussafetymagazine_com_aee9f81b.html', 'Newsom wants more school phone bans. But kids fight them - CalMatters|/local/018_calmatters_org_0770f4bd.html', 'Model Legislation to Restrict Smartphone Use in K–12 Public Schools | Manhattan Institute|/local/004_manhattan_institute_1e8ee783.html', 'Why Schools Should Ban Cell Phones in the Classroom—and Why Parents Have to Help | BU Today | Boston University|/local/026_www_bu_edu_bab61c3a.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/024_edsource_org_45fbb86c.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/020_edsource_org_45fbb86c.html']"
2025-08-31T03:42:24.190284,1234511,search,should we ban k12 students' phone??,"['Cell Phones in Schools | Pros, Cons, Debate, Education, Technology, Distraction, & Emergency | Britannica|/local/001_www_britannica_com_6271e82c.html', 'State policies on cellphone use in K-12 public schools - Ballotpedia|/local/029_ballotpedia_org_43a960cf.html', 'Which States Have Banned Cell Phones in Schools?|/local/018_www_campussafetymagazine_com_aee9f81b.html', 'Newsom wants more school phone bans. But kids fight them - CalMatters|/local/018_calmatters_org_0770f4bd.html', 'Model Legislation to Restrict Smartphone Use in K–12 Public Schools | Manhattan Institute|/local/004_manhattan_institute_1e8ee783.html', 'Why Schools Should Ban Cell Phones in the Classroom—and Why Parents Have to Help | BU Today | Boston University|/local/026_www_bu_edu_bab61c3a.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/024_edsource_org_45fbb86c.html', 'Get smartphones out of K-12 classrooms | EdSource|/local/020_edsource_org_45fbb86c.html']"
